MJJCLBGC_00001	COG0527	[E] Aspartokinases     
MJJCLBGC_01581	COG0582	[L] Integrase     
MJJCLBGC_01582	COG1063	[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases
MJJCLBGC_01583	COG4948	[MR] L-alanine-DL-glutamate epimerase and related enzymes of
MJJCLBGC_01584	COG1742	[S] Uncharacterized conserved protein   
MJJCLBGC_01585	ROG7712	
MJJCLBGC_01586	COG1670	[J] Acetyltransferases, including N-acetylases of ribosomal proteins
MJJCLBGC_01589	COG0243	[C] Anaerobic dehydrogenases, typically selenocysteine-containing  
MJJCLBGC_01590	COG0243	[C] Anaerobic dehydrogenases, typically selenocysteine-containing  
MJJCLBGC_01591	COG0437	[C] Fe-S-cluster-containing hydrogenase components 1  
MJJCLBGC_01592	COG3302	[R] DMSO reductase anchor subunit  
MJJCLBGC_01593	COG3381	[R] Uncharacterized component of anaerobic dehydrogenases 
MJJCLBGC_01594	COG0038	[P] Chloride channel protein EriC  
MJJCLBGC_01595	COG0132	[H] Dethiobiotin synthetase    
MJJCLBGC_01596	COG1940	[KG] Transcriptional regulator/sugar kinase   
MJJCLBGC_01597	COG0583	[K] Transcriptional regulator    
MJJCLBGC_01598	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_01600	COG3591	[E] V8-like Glu-specific endopeptidase   
MJJCLBGC_01601	COG2076	[P] Membrane transporters of cations and cationic
MJJCLBGC_01602	COG2076	[P] Membrane transporters of cations and cationic
MJJCLBGC_01603	COG0628	[R] Predicted permease    
MJJCLBGC_01604	COG1282	[C] NAD/NADP transhydrogenase beta subunit  
MJJCLBGC_01605	COG3288	[C] NAD/NADP transhydrogenase alpha subunit  
MJJCLBGC_01607	COG0531	[E] Amino acid transporters   
MJJCLBGC_01608	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_01609	COG3136	[R] Uncharacterized membrane protein required for alginate
MJJCLBGC_01610	COG0745	[TK] Response regulators consisting of a CheY-like
MJJCLBGC_01611	COG2205	[T] Osmosensitive K+ channel histidine kinase 
MJJCLBGC_01613	COG0114	[C] Fumarase     
MJJCLBGC_01614	COG1951	[C] Tartrate dehydratase alpha subunit/Fumarate hydratase class
MJJCLBGC_01615	COG1482	[G] Phosphomannose isomerase    
MJJCLBGC_01616	COG5339	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01618	ROG8456	
MJJCLBGC_01619	COG2211	[G] Na+/melibiose symporter and related transporters 
MJJCLBGC_01620	COG3250	[G] Beta-galactosidase/beta-glucuronidase     
MJJCLBGC_01621	COG1309	[K] Transcriptional regulator    
MJJCLBGC_01622	COG1028	[IQR] Dehydrogenases with different specificities (related to
MJJCLBGC_01623	COG1609	[K] Transcriptional regulators    
MJJCLBGC_01624	COG1263	[G] Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific 
MJJCLBGC_01625	COG1168	[E] Bifunctional PLP-dependent enzyme with beta-cystathionase and
MJJCLBGC_01626	COG1816	[F] Adenosine deaminase    
MJJCLBGC_01627	COG0673	[R] Predicted dehydrogenases and related proteins 
MJJCLBGC_01630	COG4657	[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfA 
MJJCLBGC_01631	COG2878	[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfB 
MJJCLBGC_01632	COG4656	[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfC 
MJJCLBGC_01633	COG4658	[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfD 
MJJCLBGC_01634	COG4659	[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfG 
MJJCLBGC_01635	COG4660	[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfE 
MJJCLBGC_01636	COG0177	[L] Predicted EndoIII-related endonuclease   
MJJCLBGC_01638	COG3104	[E] Dipeptide/tripeptide permease    
MJJCLBGC_01639	COG0625	[O] Glutathione S-transferase    
MJJCLBGC_01640	COG2240	[H] Pyridoxal/pyridoxine/pyridoxamine kinase    
MJJCLBGC_01641	COG0162	[J] Tyrosyl-tRNA synthetase    
MJJCLBGC_01642	COG0259	[H] Pyridoxamine-phosphate oxidase    
MJJCLBGC_01643	COG3895	[R] Predicted periplasmic protein   
MJJCLBGC_01644	COG2377	[O] Predicted molecular chaperone distantly related to
MJJCLBGC_01645	COG3133	[M] Outer membrane lipoprotein   
MJJCLBGC_01646	COG1846	[K] Transcriptional regulators    
MJJCLBGC_01648	COG1566	[V] Multidrug resistance efflux pump  
MJJCLBGC_01649	COG1289	[S] Predicted membrane protein   
MJJCLBGC_01650	COG2032	[P] Cu/Zn superoxide dismutase   
MJJCLBGC_01651	COG4989	[R] Predicted oxidoreductase    
MJJCLBGC_01652	COG3313	[R] Predicted Fe-S protein   
MJJCLBGC_01653	COG1309	[K] Transcriptional regulator    
MJJCLBGC_01654	COG1902	[C] NADH:flavin oxidoreductases, Old Yellow Enzyme family
MJJCLBGC_01655	COG0346	[E] Lactoylglutathione lyase and related lyases 
MJJCLBGC_01656	COG0847	[L] DNA polymerase III, epsilon subunit and
MJJCLBGC_01657	COG1201	[R] Lhr-like helicases    
MJJCLBGC_01658	COG0278	[O] Glutaredoxin-related protein    
MJJCLBGC_01659	COG0791	[M] Cell wall-associated hydrolases (invasion-associated proteins) 
MJJCLBGC_01660	COG0605	[P] Superoxide dismutase    
MJJCLBGC_01661	COG2814	[G] Arabinose efflux permease   
MJJCLBGC_01663	COG1609	[K] Transcriptional regulators    
MJJCLBGC_01664	COG0583	[K] Transcriptional regulator    
MJJCLBGC_01665	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_01666	COG2230	[M] Cyclopropane fatty acid synthase and related
MJJCLBGC_01667	COG0307	[H] Riboflavin synthase alpha chain  
MJJCLBGC_01668	COG0534	[V] Na+-driven multidrug efflux pump  
MJJCLBGC_01669	COG3468	[MU] Type V secretory pathway, adhesin AidA
MJJCLBGC_01672	ROG2175	
MJJCLBGC_01673	COG4529	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01675	COG4117	[C] Thiosulfate reductase cytochrome B subunit (membrane
MJJCLBGC_01676	COG0437	[C] Fe-S-cluster-containing hydrogenase components 1  
MJJCLBGC_01678	COG2414	[C] Aldehyde:ferredoxin oxidoreductase    
MJJCLBGC_01679	COG1142	[C] Fe-S-cluster-containing hydrogenase components 2  
MJJCLBGC_01681	COG0469	[G] Pyruvate kinase    
MJJCLBGC_01682	COG4238	[M] Murein lipoprotein    
MJJCLBGC_01683	COG1376	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01684	COG2166	[R] SufE protein probably involved in Fe-S
MJJCLBGC_01685	COG0520	[E] Selenocysteine lyase    
MJJCLBGC_01686	COG0719	[O] ABC-type transport system involved in Fe-S
MJJCLBGC_01687	COG0396	[O] ABC-type transport system involved in Fe-S
MJJCLBGC_01688	COG0719	[O] ABC-type transport system involved in Fe-S
MJJCLBGC_01689	COG0316	[S] Uncharacterized conserved protein   
MJJCLBGC_01691	COG2050	[Q] Uncharacterized protein, possibly involved in aromatic
MJJCLBGC_01692	COG0277	[C] FAD/FMN-containing dehydrogenases    
MJJCLBGC_01695	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_01696	COG0477	[GEPR] Permeases of the major facilitator superfamily
MJJCLBGC_01697	COG0169	[E] Shikimate 5-dehydrogenase    
MJJCLBGC_01698	COG0710	[E] 3-dehydroquinate dehydratase    
MJJCLBGC_01699	COG4670	[I] Acyl CoA:acetate/3-ketoacid CoA transferase  
MJJCLBGC_01700	COG1960	[I] Acyl-CoA dehydrogenases    
MJJCLBGC_01701	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_01703	COG2086	[C] Electron transfer flavoprotein, beta subunit 
MJJCLBGC_01704	COG2025	[C] Electron transfer flavoprotein, alpha subunit 
MJJCLBGC_01705	COG0644	[C] Dehydrogenases (flavoproteins)    
MJJCLBGC_01706	COG2440	[C] Ferredoxin-like protein    
MJJCLBGC_01707	COG0318	[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II 
MJJCLBGC_01708	COG0574	[G] Phosphoenolpyruvate synthase/pyruvate phosphate dikinase  
MJJCLBGC_01709	COG1806	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01710	COG0722	[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  
MJJCLBGC_01711	COG4256	[P] Hemin uptake protein   
MJJCLBGC_01712	COG0397	[S] Uncharacterized conserved protein   
MJJCLBGC_01714	COG0791	[M] Cell wall-associated hydrolases (invasion-associated proteins) 
MJJCLBGC_01715	COG4138	[H] ABC-type cobalamin transport system, ATPase component
MJJCLBGC_01716	COG0386	[O] Glutathione peroxidase    
MJJCLBGC_01717	COG4139	[H] ABC-type cobalamin transport system, permease component
MJJCLBGC_01718	COG0776	[L] Bacterial nucleoid DNA-binding protein  
MJJCLBGC_01719	COG0072	[J] Phenylalanyl-tRNA synthetase beta subunit  
MJJCLBGC_01720	COG0016	[J] Phenylalanyl-tRNA synthetase alpha subunit  
MJJCLBGC_01721	COG0292	[J] Ribosomal protein L20   
MJJCLBGC_01722	COG0291	[J] Ribosomal protein L35   
MJJCLBGC_01723	COG0290	[J] Translation initiation factor 3 (IF-3) 
MJJCLBGC_01724	COG0441	[J] Threonyl-tRNA synthetase    
MJJCLBGC_01726	COG0666	[R] FOG: Ankyrin repeat   
MJJCLBGC_01728	COG3137	[M] Putative salt-induced outer membrane protein 
MJJCLBGC_01729	COG1105	[G] Fructose-1-phosphate kinase and related fructose-6-phosphate kinase
MJJCLBGC_01731	COG3001	[G] Fructosamine-3-kinase     
MJJCLBGC_01733	COG0637	[R] Predicted phosphatase/phosphohexomutase    
MJJCLBGC_01734	COG1988	[R] Predicted membrane-bound metal-dependent hydrolases  
MJJCLBGC_01735	COG1823	[R] Predicted Na+/dicarboxylate symporter   
MJJCLBGC_01738	COG0753	[P] Catalase     
MJJCLBGC_01739	COG3394	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01740	COG1486	[G] Alpha-galactosidases/6-phospho-beta-glucosidases, family 4 of glycosyl hydrolases
MJJCLBGC_01741	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_01742	COG1447	[G] Phosphotransferase system cellobiose-specific component IIA 
MJJCLBGC_01743	COG1455	[G] Phosphotransferase system cellobiose-specific component IIC 
MJJCLBGC_01744	COG1440	[G] Phosphotransferase system cellobiose-specific component IIB 
MJJCLBGC_01745	ROG1335	
MJJCLBGC_01746	COG0171	[H] NAD synthase    
MJJCLBGC_01747	COG0322	[L] Nuclease subunit of the excinuclease complex
MJJCLBGC_01748	COG3758	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01749	COG3678	[UNTP] P pilus assembly/Cpx signaling pathway, periplasmic
MJJCLBGC_01750	COG2988	[E] Succinylglutamate desuccinylase    
MJJCLBGC_01751	COG3724	[E] Succinylarginine dihydrolase    
MJJCLBGC_01752	COG1012	[C] NAD-dependent aldehyde dehydrogenases   
MJJCLBGC_01753	COG3138	[E] Arginine/ornithine N-succinyltransferase beta subunit  
MJJCLBGC_01754	COG4992	[E] Ornithine/acetylornithine aminotransferase    
MJJCLBGC_01755	COG0708	[L] Exonuclease III    
MJJCLBGC_01756	COG0398	[S] Uncharacterized conserved protein   
MJJCLBGC_01758	COG0398	[S] Uncharacterized conserved protein   
MJJCLBGC_01759	COG2128	[S] Uncharacterized conserved protein   
MJJCLBGC_01760	COG4134	[R] ABC-type uncharacterized transport system, periplasmic component
MJJCLBGC_01761	COG4135	[R] ABC-type uncharacterized transport system, permease component
MJJCLBGC_01762	COG4136	[R] ABC-type uncharacterized transport system, ATPase component
MJJCLBGC_01763	COG2897	[P] Rhodanese-related sulfurtransferase    
MJJCLBGC_01764	ROG5552	
MJJCLBGC_01765	COG1051	[F] ADP-ribose pyrophosphatase    
MJJCLBGC_01767	COG0334	[E] Glutamate dehydrogenase/leucine dehydrogenase   
MJJCLBGC_01768	ROG2994	
MJJCLBGC_01769	COG0550	[L] Topoisomerase IA    
MJJCLBGC_01770	COG0709	[E] Selenophosphate synthase    
MJJCLBGC_01771	COG0778	[C] Nitroreductase     
MJJCLBGC_01772	COG0616	[OU] Periplasmic serine proteases (ClpP class) 
MJJCLBGC_01773	COG0252	[EJ] L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D 
MJJCLBGC_01774	COG1335	[Q] Amidases related to nicotinamidase  
MJJCLBGC_01776	COG1349	[KG] Transcriptional regulators of sugar metabolism 
MJJCLBGC_01777	COG0667	[C] Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
MJJCLBGC_01778	COG0524	[G] Sugar kinases, ribokinase family  
MJJCLBGC_01779	COG0191	[G] Fructose/tagatose bisphosphate aldolase   
MJJCLBGC_01780	COG1063	[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases
MJJCLBGC_01781	COG1585	[OU] Membrane protein implicated in regulation of
MJJCLBGC_01782	COG1063	[ER] Threonine dehydrogenase and related Zn-dependent dehydrogenases
MJJCLBGC_01783	COG3139	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01784	COG0229	[O] Conserved domain frequently associated with peptide
MJJCLBGC_01785	COG0057	[G] Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase   
MJJCLBGC_01786	COG0676	[G] Uncharacterized enzymes related to aldose 1-epimerase
MJJCLBGC_01787	COG0667	[C] Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)
MJJCLBGC_01788	COG3713	[M] Outer membrane protein V  
MJJCLBGC_01789	COG2766	[T] Putative Ser protein kinase  
MJJCLBGC_01790	COG2718	[S] Uncharacterized conserved protein   
MJJCLBGC_01791	COG3706	[T] Response regulator containing a CheY-like receiver
MJJCLBGC_01792	COG3706	[T] Response regulator containing a CheY-like receiver
MJJCLBGC_01793	COG2606	[S] Uncharacterized conserved protein   
MJJCLBGC_01794	COG2707	[S] Predicted membrane protein   
MJJCLBGC_01795	COG2207	[K] AraC-type DNA-binding domain-containing proteins  
MJJCLBGC_01796	COG2807	[P] Cyanate permease    
MJJCLBGC_01797	COG3189	[S] Uncharacterized conserved protein   
MJJCLBGC_01798	COG3042	[R] Putative hemolysin    
MJJCLBGC_01799	COG2199	[T] FOG: GGDEF domain   
MJJCLBGC_01800	COG2261	[S] Predicted membrane protein   
MJJCLBGC_01802	COG3615	[P] Uncharacterized protein/domain, possibly involved in tellurite
MJJCLBGC_01803	COG1280	[E] Putative threonine efflux protein  
MJJCLBGC_01804	COG0583	[K] Transcriptional regulator    
MJJCLBGC_01805	COG0473	[CE] Isocitrate/isopropylmalate dehydrogenase    
MJJCLBGC_01806	COG1292	[M] Choline-glycine betaine transporter   
MJJCLBGC_01807	COG4638	[PR] Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases,
MJJCLBGC_01808	COG1018	[C] Flavodoxin reductases (ferredoxin-NADPH reductases) family 1
MJJCLBGC_01809	COG0349	[J] Ribonuclease D    
MJJCLBGC_01810	COG0318	[IQ] Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II 
MJJCLBGC_01811	COG3065	[M] Starvation-inducible outer membrane lipoprotein  
MJJCLBGC_01812	COG1214	[O] Inactive homolog of metal-dependent proteases, putative
MJJCLBGC_01813	COG1199	[KL] Rad3-related DNA helicases   
MJJCLBGC_01814	COG0251	[J] Putative translation initiation inhibitor, yjgF family
MJJCLBGC_01816	COG3140	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01817	COG0147	[EH] Anthranilate/para-aminobenzoate synthases component I  
MJJCLBGC_01818	COG0494	[LR] NTP pyrophosphohydrolases including oxidative damage repair
MJJCLBGC_01819	COG1760	[E] L-serine deaminase    
MJJCLBGC_01820	COG2200	[T] FOG: EAL domain   
MJJCLBGC_01821	COG0861	[P] Membrane protein TerC, possibly involved in
MJJCLBGC_01822	COG3444	[G] Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB 
MJJCLBGC_01823	COG3715	[G] Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIC 
MJJCLBGC_01824	COG3716	[G] Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IID 
MJJCLBGC_01825	COG4811	[S] Predicted membrane protein   
MJJCLBGC_01826	COG1971	[S] Predicted membrane protein   
MJJCLBGC_01827	COG0500	[QR] SAM-dependent methyltransferases    
MJJCLBGC_01828	COG1278	[K] Cold shock proteins   
MJJCLBGC_01829	ROG0210	
MJJCLBGC_01830	ROG7461	
MJJCLBGC_01831	COG1414	[K] Transcriptional regulator    
MJJCLBGC_01832	ROG2472	
MJJCLBGC_01833	COG0501	[O] Zn-dependent protease with chaperone function 
MJJCLBGC_01834	COG0793	[M] Periplasmic protease    
MJJCLBGC_01835	COG3109	[T] Activator of osmoprotectant transporter ProP 
MJJCLBGC_01836	COG1956	[T] GAF domain-containing protein   
MJJCLBGC_01837	COG2995	[S] Uncharacterized paraquat-inducible protein A  
MJJCLBGC_01838	COG3008	[R] Paraquat-inducible protein B   
MJJCLBGC_01839	COG0144	[J] tRNA and rRNA cytosine-C5-methylases  
MJJCLBGC_01844	COG1276	[P] Putative copper export protein  
MJJCLBGC_01845	COG2372	[R] Uncharacterized protein, homolog of Cu resistance
MJJCLBGC_01848	COG0847	[L] DNA polymerase III, epsilon subunit and
MJJCLBGC_01849	COG1770	[E] Protease II    
MJJCLBGC_01850	COG2979	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01853	COG3141	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01854	COG0027	[F] Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase) 
MJJCLBGC_01855	COG0800	[G] 2-keto-3-deoxy-6-phosphogluconate aldolase    
MJJCLBGC_01856	COG0129	[EG] Dihydroxyacid dehydratase/phosphogluconate dehydratase   
MJJCLBGC_01857	COG0364	[G] Glucose-6-phosphate 1-dehydrogenase    
MJJCLBGC_01859	COG1737	[K] Transcriptional regulators    
MJJCLBGC_01860	COG0469	[G] Pyruvate kinase    
MJJCLBGC_01861	COG1560	[M] Lauroyl/myristoyl acyltransferase    
MJJCLBGC_01862	COG0739	[M] Membrane proteins related to metalloendopeptidases 
MJJCLBGC_01863	COG4531	[P] ABC-type Zn2+ transport system, periplasmic component/surface
MJJCLBGC_01864	COG1121	[P] ABC-type Mn/Zn transport systems, ATPase component
MJJCLBGC_01865	COG1108	[P] ABC-type Mn2+/Zn2+ transport systems, permease components
MJJCLBGC_01866	COG2255	[L] Holliday junction resolvasome, helicase subunit 
MJJCLBGC_01867	COG0632	[L] Holliday junction resolvasome, DNA-binding subunit 
MJJCLBGC_01868	ROG3369	
MJJCLBGC_01869	COG0817	[L] Holliday junction resolvasome, endonuclease subunit 
MJJCLBGC_01870	COG0217	[S] Uncharacterized conserved protein   
MJJCLBGC_01871	COG1051	[F] ADP-ribose pyrophosphatase    
MJJCLBGC_01872	COG0173	[J] Aspartyl-tRNA synthetase    
MJJCLBGC_01873	COG1335	[Q] Amidases related to nicotinamidase  
MJJCLBGC_01874	COG1801	[S] Uncharacterized conserved protein   
MJJCLBGC_01875	COG3788	[R] Uncharacterized relative of glutathione S-transferase, MAPEG
MJJCLBGC_01876	COG0500	[QR] SAM-dependent methyltransferases    
MJJCLBGC_01877	COG0500	[QR] SAM-dependent methyltransferases    
MJJCLBGC_01878	COG0243	[C] Anaerobic dehydrogenases, typically selenocysteine-containing  
MJJCLBGC_01879	COG3005	[C] Nitrate/TMAO reductases, membrane-bound tetraheme cytochrome c
MJJCLBGC_01880	COG3142	[P] Uncharacterized protein involved in copper resistance
MJJCLBGC_01881	COG3102	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01882	COG0018	[J] Arginyl-tRNA synthetase    
MJJCLBGC_01883	COG3755	[S] Uncharacterized protein conserved in bacteria 
MJJCLBGC_01885	COG1298	[NU] Flagellar biosynthesis pathway, component FlhA 
MJJCLBGC_01886	COG1377	[NU] Flagellar biosynthesis pathway, component FlhB 
MJJCLBGC_01887	COG3143	[NT] Chemotaxis protein    
MJJCLBGC_01888	COG0784	[T] FOG: CheY-like receiver   
MJJCLBGC_01889	COG2201	[NT] Chemotaxis response regulator containing a CheY-like
MJJCLBGC_01890	COG1352	[NT] Methylase of chemotaxis methyl-accepting proteins 
MJJCLBGC_01891	COG0840	[NT] Methyl-accepting chemotaxis protein   
MJJCLBGC_01892	COG0840	[NT] Methyl-accepting chemotaxis protein   
MJJCLBGC_01893	COG0835	[NT] Chemotaxis signal transduction protein  
MJJCLBGC_01894	COG0643	[NT] Chemotaxis protein histidine kinase and related
MJJCLBGC_01895	COG1360	[N] Flagellar motor protein   
MJJCLBGC_01896	COG1291	[N] Flagellar motor component   
MJJCLBGC_01897	ROG0388	
MJJCLBGC_01898	ROG0481	
MJJCLBGC_01899	COG1662	[L] Transposase and inactivated derivatives, IS1 family
MJJCLBGC_01900	COG3677	[L] Transposase and inactivated derivatives  
MJJCLBGC_01901	COG0589	[T] Universal stress protein UspA and related
MJJCLBGC_01902	COG0380	[G] Trehalose-6-phosphate synthase    
MJJCLBGC_01903	COG1877	[G] Trehalose-6-phosphatase     
MJJCLBGC_01904	COG1172	[G] Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components
MJJCLBGC_01905	COG1129	[G] ABC-type sugar transport system, ATPase component
MJJCLBGC_01906	COG4213	[G] ABC-type xylose transport system, periplasmic component
MJJCLBGC_01907	COG1528	[P] Ferritin-like protein    
MJJCLBGC_01910	COG1528	[P] Ferritin-like protein    
MJJCLBGC_01911	ROG7097	
MJJCLBGC_01912	COG0814	[E] Amino acid permeases   
MJJCLBGC_01913	COG3318	[R] Predicted metal-binding protein related to the
MJJCLBGC_01917	COG0558	[I] Phosphatidylglycerophosphate synthase    
MJJCLBGC_01918	COG0322	[L] Nuclease subunit of the excinuclease complex
